0.22809,0.78857,0.85892,0.98324
1.2652,0.17021,0.096664,0.18482
0.3083,0.32611,0.36334,0.42667
0.60991,0.93875,0.99342,1.0902
0.44665,0.58862,0.69165,0.87491
2.3184,1.931,1.8532,1.7129
0.67938,0.17189,0.13753,0.085468
0.23288,0.22989,0.28196,0.37505
0.97873,0.83611,0.94541,1.1466
0.4845,0.31168,0.29149,0.25546
0.36561,0.11384,0.15941,0.23834
0.80046,0.68996,0.6866,0.67981
0.59306,0.51207,0.53537,0.57898
0.35111,0.68346,0.78306,0.95704
1.7535,0.69937,0.68101,0.65158
0.47677,0.60615,0.61864,0.64101
0.30526,0.48748,0.55528,0.67632
0.14487,0.34781,0.36019,0.38118
0.68712,0.11161,0.076386,0.059961
0.4096,0.28891,0.32282,0.38335
1.3458,1.1391,1.1873,1.2801
0.85749,0.89527,0.92522,0.97846
0.26461,0.60631,0.63036,0.67106
0.60576,0.54228,0.47149,0.34225
1.4877,1.0597,1.0215,0.95311
0.73595,0.55606,0.59042,0.65402
1.0905,0.7709,0.78279,0.80229
0.25717,0.13698,0.11011,0.069197
1.4144,1.0318,0.93628,0.76577
0.43071,0.41794,0.45572,0.5249
0.46397,0.14245,0.14349,0.14212
0.58514,0.37946,0.42889,0.51071
0.39291,0.85626,0.86386,0.87378
0.78473,0.62884,0.64725,0.68241
0.21899,0.60864,0.66402,0.75997
0.65463,0.015921,0.058457,0.13699
0.25118,0.71181,0.73418,0.77045
0.74578,0.24663,0.21251,0.1508
0.64569,0.40343,0.3863,0.35322
0.34689,0.097969,0.093296,0.084848
0.35648,0.022818,0.018568,0.012749
0.33441,0.36867,0.41596,0.49834
0.58759,0.46133,0.48204,0.52185
0.49546,0.33596,0.33664,0.33987
1.2993,0.30621,0.25838,0.17682
0.78542,0.33368,0.33018,0.32699
0.92633,0.9289,0.88878,0.8136
0.42757,0.38486,0.38166,0.37671
1.1825,0.92767,0.95335,0.99883
0.24591,0.28307,0.31847,0.37875
1.1891,0.34972,0.29059,0.18767
1.172,0.20742,0.14332,0.11419
0.66714,0.51108,0.53736,0.58409
0.17438,0.017969,0.015396,0.042103
1.2582,0.77742,0.77829,0.782
0.58465,0.06612,0.037724,0.05556
0.49982,0.28142,0.21792,0.138
0.47732,1.044,1.1539,1.3445
1.4543,0.61921,0.60978,0.59475
0.72467,0.45629,0.51599,0.6148
0.90626,0.17787,0.19955,0.23013
1.0083,0.91508,0.8952,0.85885
0.52096,1.0778,1.1565,1.2891
0.6551,0.16587,0.16992,0.17748
0.41721,0.093822,0.088012,0.079949
0.40402,0.19855,0.16605,0.10742
0.76353,0.029587,0.11813,0.27901
0.4766,0.1976,0.20935,0.23303
0.17151,0.24461,0.24544,0.24485
0.9661,0.83349,0.82874,0.82006
0.9733,0.84098,0.81861,0.77645
1.4752,1.5542,1.5743,1.6095
0.47977,0.12284,0.16971,0.25443
0.30793,0.58734,0.62602,0.69385
0.10589,0.35475,0.37288,0.40423
0.91651,0.13904,0.1984,0.3096
0.89617,0.11834,0.17064,0.2607
0.94403,0.55714,0.65633,0.83009
0.50017,0.23544,0.21046,0.16619
0.25842,0.29154,0.35829,0.47616
0.37464,0.17742,0.20222,0.24639
0.58361,0.64118,0.64347,0.6411
0.59786,0.20232,0.20914,0.22265
0.73252,1.1614,1.2109,1.2978
0.30461,0.67077,0.71928,0.80334
1.4744,1.0357,1.0553,1.0943
0.42032,0.25409,0.28323,0.3379
0.31545,0.31289,0.33048,0.36314
1.0848,0.075487,0.055918,0.037192
2.05,2.5502,2.74,3.0866
1.0519,0.97895,0.96634,0.94637
0.83876,0.45251,0.43914,0.41886
0.34632,0.55529,0.55041,0.54052
0.55687,1.2312,1.3049,1.4337
0.51397,0.42658,0.40491,0.36294
0.61211,0.98143,1.037,1.1358
0.99863,0.51538,0.4922,0.45356
0.51649,0.061772,0.11638,0.21004
0.26284,0.57554,0.61764,0.69182
0.37277,0.025808,0.034569,0.093983
0.38984,0.040964,0.031129,0.081721
0.56395,0.5223,0.50916,0.48429
0.26161,0.1817,0.15972,0.1183
0.17269,0.25002,0.24996,0.24815
0.35922,0.7524,0.83187,0.97456
1.6198,1.489,1.5158,1.5622
1.7512,1.4533,1.5032,1.5977
0.67847,0.22189,0.21027,0.19353
0.30348,0.02269,0.044979,0.12532
0.51263,0.21816,0.28945,0.41316
0.88512,0.39104,0.32397,0.20758
0.44643,0.4318,0.39325,0.32214
0.2762,0.22755,0.24789,0.28502
0.41952,0.28407,0.33438,0.42647
0.58494,0.042787,0.061949,0.094988
0.28942,0.21583,0.20789,0.19284
0.56576,0.47731,0.46378,0.4415
0.38325,0.010384,0.0091608,0.022157
0.92816,0.73631,0.821,0.9649
0.62993,0.85141,0.89881,0.9751
0.91414,0.039,0.10643,0.22159
0.42291,0.25841,0.29275,0.34947
0.38425,0.61837,0.65657,0.72303
1.0913,0.56666,0.53429,0.47849
0.25596,0.063857,0.10417,0.17553
1.2824,0.83292,0.83304,0.83512
0.35534,0.41517,0.46354,0.54975
2.3189,0.9594,0.86618,0.70281
0.66129,0.40633,0.42428,0.45769
1.1972,1.7114,1.7613,1.85
0.84932,0.38625,0.35724,0.3051
0.53822,0.31241,0.38798,0.52541
0.48499,0.35076,0.44679,0.61816
0.23302,0.37554,0.40527,0.45863
0.35904,0.3824,0.42383,0.4935
0.73584,0.92315,0.94678,0.99043
0.72744,0.20962,0.15035,0.10778
0.44733,0.46643,0.55218,0.70415
0.35946,1.1763,1.3014,1.5215
2.5693,1.1405,0.97918,0.68954
1.7285,1.3875,1.3403,1.2541
0.32344,0.25686,0.24003,0.21061
1.4159,0.53323,0.54399,0.56558
0.63158,0.57845,0.6125,0.67305
0.20164,0.20667,0.22072,0.24353
0.51034,0.21207,0.25284,0.32071
0.30995,0.25661,0.27391,0.30103
0.3753,0.19801,0.16997,0.11884
0.60057,0.30686,0.39835,0.56283
1.4269,0.92512,0.90694,0.87743
0.30936,0.54141,0.59249,0.68113
0.70697,0.73815,0.82632,0.98242
0.69235,0.49331,0.51049,0.54455
0.46737,0.4803,0.51841,0.58559
0.5788,0.16298,0.21678,0.31592
0.37587,0.11949,0.17026,0.26152
1.0109,0.036048,0.12222,0.30858
1.1398,1.28,1.3794,1.5581
0.4377,1.037,1.1033,1.2185
0.60516,0.15667,0.21399,0.31421
0.49279,0.56745,0.55161,0.5226
0.94398,0.04334,0.11538,0.2439
0.11156,0.12858,0.1537,0.19881
0.29516,0.14848,0.18759,0.25596
1.2949,0.4109,0.34416,0.23244
0.32503,0.51518,0.60198,0.75403
0.44746,0.17273,0.18749,0.20913
0.37938,0.19584,0.22404,0.27639
0.78215,0.20712,0.22318,0.24751
0.76998,0.39933,0.47305,0.59887
0.42151,0.23017,0.24655,0.27517
0.23097,0.42957,0.47277,0.55013
0.78681,1.253,1.378,1.6017
0.54734,0.47587,0.48635,0.49847
1.3162,0.55621,0.4616,0.2972
0.72508,0.24239,0.22541,0.19638
0.3439,0.93689,1.027,1.1817
0.34174,0.64669,0.73995,0.90306
0.51338,1.1121,1.1897,1.3267
0.37479,0.28293,0.30418,0.34274
0.12958,0.14459,0.15762,0.18049
0.85552,0.71359,0.68992,0.64596
1.4247,0.94717,0.87243,0.73921
0.80129,0.2933,0.31471,0.34591
0.67592,0.65136,0.64967,0.64614
0.3615,0.67388,0.70705,0.76418
0.26949,0.25332,0.24964,0.24017
0.31533,0.12589,0.15983,0.21956
0.37769,0.69628,0.81002,1.0127
0.57462,0.70586,0.77092,0.88815
0.46337,0.80329,0.85471,0.94398
0.59699,0.024729,0.07952,0.20919
0.14592,0.3933,0.42723,0.48718
1.0484,0.9099,0.90026,0.88428
0.75517,1.2925,1.3666,1.4947
0.36056,0.78075,0.85994,0.99773
0.38398,0.14863,0.18461,0.25157
0.75813,0.083173,0.058729,0.043343
0.31462,0.85723,0.91161,1.007
0.41901,0.59815,0.63365,0.69568
0.76032,0.47812,0.4822,0.49219
0.53454,0.39535,0.34823,0.26064
0.61775,0.46406,0.41737,0.33482
0.69432,0.82923,0.85607,0.90265
0.44911,0.3726,0.46293,0.62475
0.34447,0.077885,0.06477,0.04179
0.276,0.26799,0.29622,0.34544
0.92913,0.9476,0.9709,1.0141
0.69016,0.7147,0.72393,0.74008
0.39935,0.18225,0.17455,0.15992
0.42134,0.247,0.25653,0.2729
0.39435,0.44182,0.49739,0.59803
0.23115,0.73209,0.81293,0.95384
0.56571,0.82628,0.80853,0.77567
0.28613,0.023731,0.034769,0.09726
0.72831,0.086373,0.17575,0.33379
0.29545,0.31891,0.36153,0.4388
0.36224,1.1676,1.2867,1.4954
0.74277,0.3246,0.30955,0.28415
0.74594,0.099417,0.056016,0.11121
0.15302,0.040505,0.023274,0.031599
0.13526,0.011573,0.011296,0.0095744
0.55411,0.64877,0.66064,0.6825
0.73068,0.13206,0.079896,0.093971
0.58936,0.093495,0.096338,0.098831
0.44712,0.43154,0.494,0.60733
0.57846,0.55526,0.57135,0.59692
0.8385,0.7414,0.88742,1.1476
2.0102,0.84277,0.82559,0.79923
0.49609,0.99154,1.089,1.2577
0.69527,0.26664,0.24381,0.20444
0.4719,0.20719,0.28864,0.43168
0.67765,0.25645,0.25862,0.26374
1.3001,0.47476,0.43928,0.37823
0.60244,1.0759,1.21,1.4454
0.75159,0.14477,0.082836,0.13523
1.9435,1.1677,1.1209,1.0401
1.775,1.5719,1.6302,1.7327
1.1341,0.86627,0.90695,0.98236
1.0859,0.15798,0.14818,0.1361
0.38464,0.2563,0.31932,0.42831
0.71089,0.098468,0.086713,0.061985
0.64751,0.48872,0.60326,0.8044
0.1609,0.17069,0.20483,0.26581
0.95191,0.60853,0.59726,0.57926
0.14841,0.021097,0.024228,0.031126
0.3681,0.95827,1.0035,1.0804
0.66481,0.45579,0.36479,0.22844
0.8209,0.43576,0.43965,0.43864
