2.5925,5.5014,6.4804,8.1655
4.5406,4.7075,5.0095,5.4815
2.4977,4.9106,5.9103,7.68
1.5314,2.0914,2.2217,2.4047
4.8569,3.7852,4.6242,6.1737
4.5339,5.4322,4.6875,3.081
1.0486,0.22582,0.47345,0.93749
0.86428,1.0743,1.3539,1.8824
4.8949,4.7167,5.8342,7.7126
0.79558,0.5202,0.50234,0.43519
2.2405,1.9469,1.8415,1.5977
1.5593,2.1458,2.8095,4.0055
3.643,2.0703,2.8171,4.2085
0.99016,0.34052,0.61502,1.1345
12.653,18.366,17.56,15.565
2.6687,3.0631,3.7097,4.8683
2.3912,1.6222,1.5409,1.3685
1.3456,5.0269,5.59,6.5477
1.4589,3.8709,4.8989,6.9022
3.1331,0.61789,0.75068,0.9609
5.3241,9.8685,11.621,15.198
4.1405,0.82065,2.4324,5.9854
1.2267,2.4008,2.6709,3.1431
4.0513,0.42621,1.4776,4.5503
2.3248,4.1821,5.1843,6.9383
1.8903,0.15539,0.5586,1.3902
4.2639,0.84977,0.50603,0.69154
1.6874,1.7691,2.2893,3.2429
2.8489,0.098839,0.058997,0.062953
1.7544,0.34152,0.24817,0.63153
4.7248,4.2353,5.182,6.9034
2.904,1.491,1.8573,2.4559
1.1916,4.1134,4.4184,4.926
2.3207,2.8059,3.8072,5.5622
1.2537,0.34467,0.26658,0.19891
3.7316,1.3376,1.4948,1.6678
1.2684,2.2359,2.7287,3.6792
3.0781,5.8155,6.9182,8.8376
4.0621,5.6212,6.2365,7.2711
3.3214,15.005,18.617,25.82
3.0907,2.4507,3.0084,4.0634
1.7116,3.8934,4.3953,5.2542
2.3214,0.23076,0.31051,0.8635
0.80596,0.8313,1.0106,1.3198
2.6537,3.2703,3.3394,3.3744
1.8981,4.3471,4.9136,5.9302
4.6729,4.4393,5.5673,7.5747
3.166,1.1163,1.7405,2.9223
4.1173,4.179,5.1382,6.7972
2.2275,0.20361,0.60663,1.7121
2.7494,2.8153,3.1066,3.5815
5.6317,6.2125,4.7748,3.4408
1.3644,1.4854,1.9761,2.8677
0.90784,1.2289,1.539,2.0977
2.0905,1.6221,1.5678,1.4791
2.9838,0.37885,1.3813,3.9275
1.9126,4.8631,5.7739,7.3915
3.6167,10.927,13.546,18.607
3.2098,1.9772,2.8116,4.329
2.7782,1.554,1.8593,2.4924
2.7557,5.1524,5.9892,7.4909
1.9035,4.0964,5.2691,7.5302
12.158,35.411,36.326,37.32
5.1603,3.0177,3.063,2.993
3.8363,2.0867,2.6714,3.7542
2.9907,0.94532,1.7582,3.2642
3.9732,4.0195,5.198,7.2783
1.6692,3.7203,4.6993,6.6225
2.6468,4.35,4.7456,5.4752
1.3391,3.929,4.7191,6.1154
2.4805,3.1357,3.4763,4.0277
1.7598,2.9191,3.2109,3.7436
2.5409,0.71803,0.73978,0.83465
2.8496,2.173,2.2612,2.3154
1.1863,2.1744,2.3453,2.6189
4.8539,5.1498,5.9089,7.1217
3.0111,3.1102,3.5845,4.3534
3.5996,2.1762,2.8513,4.1012
1.8406,1.658,1.9895,2.5691
1.3752,2.3319,2.8448,3.7476
